product_id,product_type,timestamp,actual_price,promotional_price,max_discount,min_price,competitor1,competitor2,competitor3,competitor4,competitor5,max_predicted_price_range,min_predicted_price_range,base_predicted_price
product208,beverages,1709754702.4339583,2.36,2.05,0.35,2.01,2.01,2.29,2.15,2.32,2.12,7.39,2.03,2.05
product209,headphones,1709694312.0062733,250.38,215.28,36.82,213.56,238.0,225.5,222.98,213.56,233.73,267.18,215.38,217.25
product210,electronics,1709625864.299884,1461.29,1284.43,211.11,1250.18,1420.72,1250.18,1335.45,1335.45,1335.45,1342.33,1164.22,1289.21
product211,beverages,1709585986.9479766,3.06,2.65,0.45,2.61,2.61,2.91,2.76,2.76,2.76,53.48,1.76,3.27
product212,beverages,1709532704.8695793,2.71,2.34,0.36,2.35,2.35,2.66,2.49,2.56,2.67,2.37,2.34,2.36
product213,beverages,1709511277.738095,1.71,1.5,0.17,1.54,1.54,1.61,1.5750000000000002,1.5750000000000002,1.5750000000000002,4.52,1.46,1.54
product214,beverages,1709455065.0707405,2.66,2.39,0.35,2.31,2.65,2.31,2.31,2.61,2.4,2.59,2.14,2.2
product215,electronics,1709438711.9664578,1325.62,1138.25,105.04,1220.58,1257.15,1220.58,1305.53,1264.65,1226.97,1196.64,1053.76,1149.66
product216,beverages,1709432668.9349296,2.41,2.08,0.3,2.11,2.2,2.11,2.14,2.13,2.25,6.78,2.03,2.17
product217,smartphones,1709366503.6460989,1125.79,957.21,132.18,993.61,1112.34,1034.68,993.61,1030.88,1086.68,1058.36,900.06,971.1
product218,beverages,1709358270.858605,2.16,1.85,0.28,1.88,1.96,1.88,2.09,2.08,2.07,2.89,1.85,1.89
product219,electronics,1709281867.76433,778.98,678.24,96.07,682.91,751.72,736.5,759.63,682.91,751.2,728.75,594.93,698.73
product220,electronics,1709227968.0871506,569.76,492.94,67.55,502.21,502.21,546.67,538.44,512.8,544.39,534.6,495.39,503.44
product221,electronics,1709152583.8816698,1503.76,1300.81,211.13,1292.63,1314.16,1292.63,1413.1,1376.79,1477.53,1337.56,1258.82,1283.49
product222,headphones,1709093289.0831714,131.47,114.78,11.5,119.97,129.98,123.14,119.97,129.14,120.01,264.08,111.29,106.59
product223,smartphones,1709069213.0918777,1037.94,882.74,96.76,941.18,1010.04,949.42,1036.98,941.18,974.24,942.92,714.29,896.7
product224,beverages,1709014312.90676,3.24,3.03,0.14,3.1,3.2,3.1,3.1500000000000004,3.1500000000000004,3.1500000000000004,63.2,2.42,3.56
product225,smartphones,1708965571.18933,1236.23,1097.43,177.23,1059.0,1170.41,1059.0,1134.28,1171.61,1207.74,1127.94,1033.48,1080.85
product226,electronics,1708914127.683722,1413.78,1317.77,176.92,1236.86,1236.86,1322.41,1279.635,1279.635,1279.635,1339.21,1204.84,1320.24
product227,electronics,1708832222.114441,1664.42,1418.82,221.57,1442.85,1513.0,1650.86,1442.85,1534.24,1499.53,1447.08,1388.93,1443.22
product228,electronics,1708803865.8659673,1917.43,1631.32,270.95,1646.48,1689.84,1853.67,1646.48,1750.41,1911.6,1719.75,1606.08,1648.35
product229,smartphones,1708793333.991789,541.56,515.45,57.71,483.85,522.76,483.85,503.305,503.305,503.305,515.46,489.57,498.4
product230,headphones,1708777309.4271412,137.69,118.23,14.39,123.3,123.3,134.53,125.15,132.3,126.6,264.08,118.23,120.17
product231,electronics,1708733554.239174,1009.2,923.62,149.7,859.5,1007.95,859.5,933.725,933.725,933.725,923.66,768.06,889.59
product232,beverages,1708713291.0085073,2.92,2.5,0.42,2.5,2.92,2.8,2.78,2.5,2.83,53.48,2.5,2.0
product233,beverages,1708705207.390417,1.36,1.16,0.2,1.16,1.32,1.32,1.31,1.16,1.21,2.39,1.15,1.17
product234,headphones,1708695622.501449,294.0,251.45,38.58,255.42,276.53,279.91,255.42,279.4,261.65,267.18,240.05,253.83
product235,beverages,1708624433.8461466,3.11,2.72,0.37,2.74,2.97,3.05,2.89,3.07,2.74,2.4,2.67,2.09
product236,smartphones,1708551959.3262262,710.15,620.91,77.8,632.35,682.85,675.62,632.35,674.81,663.42,651.26,589.54,630.65
product237,electronics,1708492041.9557676,279.74,241.73,29.52,250.22,261.41,261.61,256.16,250.22,272.05,264.08,230.54,242.5
product238,beverages,1708418448.8499985,2.66,2.38,0.33,2.33,2.55,2.58,2.46,2.33,2.63,3.02,2.31,2.19
product239,beverages,1708343551.9013195,2.88,2.5,0.41,2.47,2.47,2.88,2.8,2.63,2.86,53.48,2.5,2.36
product240,headphones,1708327616.2701104,385.35,328.41,55.45,329.9,329.9,335.9,342.48,379.71,361.37,347.58,325.63,330.47
product241,smartphones,1708277162.793151,1102.8,944.88,152.76,950.04,997.33,1093.06,1014.43,950.04,1046.05,1058.11,803.57,961.34
product242,headphones,1708258061.5378006,199.16,180.36,22.58,176.58,176.58,183.72,180.15,180.15,180.15,264.08,165.67,175.47
product243,electronics,1708190763.4691112,1142.94,980.17,131.64,1011.3,1029.15,1051.2,1070.89,1011.3,1024.24,1079.79,836.94,999.26
product244,electronics,1708140275.1834788,1234.45,1154.93,147.1,1087.35,1120.26,1211.47,1087.35,1139.41,1128.66,1154.93,975.69,1122.04
product245,electronics,1708061254.244154,1004.89,904.86,147.87,857.02,907.93,857.02,937.76,876.19,976.37,886.9,763.11,867.55
product246,smartphones,1708050055.6420014,696.39,596.82,98.21,598.18,688.76,660.38,633.31,598.18,598.7,636.21,589.54,598.31
product247,electronics,1708035578.165161,1945.07,1686.52,276.32,1668.75,1805.24,1917.39,1668.75,1726.48,1854.92,1733.78,1606.08,1684.93
product248,beverages,1708021051.1707177,3.18,2.88,0.1,3.08,3.08,3.09,3.085,3.085,3.085,2.63,2.4,2.66
product249,beverages,1707955290.1079736,1.69,1.56,0.23,1.46,1.46,1.55,1.47,1.64,1.49,5.49,1.5,1.56
product250,headphones,1707918929.0930684,162.87,140.24,19.29,143.58,150.78,149.65,144.56,160.38,143.58,264.08,140.29,141.82
product251,headphones,1707905138.8079398,375.81,326.99,56.37,319.44,319.44,351.35,324.83,329.31,344.83,329.54,320.44,325.29
product252,smartphones,1707891696.223305,627.44,550.43,39.85,587.59,587.59,588.59,588.09,588.09,588.09,584.01,541.92,560.38
product253,headphones,1707868878.1208203,129.46,113.68,15.56,113.9,122.48,122.84,128.66,113.9,123.06,264.08,112.98,110.77
product254,smartphones,1707833130.0259397,1186.18,1026.38,172.08,1014.1,1014.1,1072.4,1114.22,1062.06,1092.41,1119.6,928.65,1047.36
product255,smartphones,1707771151.1382682,865.64,746.08,121.45,744.19,794.0,775.33,744.19,770.05,804.74,786.57,699.29,757.51
product256,smartphones,1707736097.7832162,526.22,454.89,76.72,449.5,514.63,451.16,449.5,470.21,511.77,487.63,420.82,465.71
product257,beverages,1707727094.6215734,3.45,3.01,0.42,3.03,3.04,3.03,3.035,3.035,3.035,264.08,2.55,2.46
product258,headphones,1707709379.3106637,188.59,167.68,22.4,166.19,166.19,185.01,167.65,168.04,176.18,264.08,166.31,166.87
product259,smartphones,1707674243.80627,1079.68,926.72,148.94,930.74,930.74,1025.51,1029.28,1036.66,1005.75,967.85,794.42,922.99
product260,headphones,1707606413.4940436,101.45,91.67,4.96,96.49,96.49,98.31,97.4,97.4,97.4,264.08,88.68,88.29
product261,beverages,1707522786.1586308,2.79,2.38,0.37,2.42,2.42,2.78,2.57,2.45,2.64,2.29,2.36,2.63
product262,headphones,1707459278.5569265,161.8,147.88,4.34,157.46,160.45,157.46,158.95499999999998,158.95499999999998,158.95499999999998,264.08,140.87,144.19
product263,headphones,1707441705.798683,116.47,100.96,16.16,100.31,113.19,104.1,111.68,114.14,100.31,264.08,100.84,102.71
product264,smartphones,1707390143.943681,1155.49,1015.44,113.38,1042.11,1042.11,1075.69,1150.44,1058.18,1101.4,1089.83,836.94,1037.62
product265,electronics,1707369933.7401211,381.89,332.01,42.55,339.34,339.34,358.64,348.99,348.99,348.99,351.05,325.76,334.78
product266,electronics,1707349750.7510257,1762.05,1549.66,123.8,1638.25,1721.79,1684.57,1681.2,1722.13,1638.25,1664.64,1408.5,1573.43
product267,electronics,1707303317.884231,1785.21,1543.59,266.49,1518.72,1518.72,1758.37,1596.27,1685.76,1591.58,1543.82,1433.99,1544.48
product268,headphones,1707223537.701153,133.02,113.88,16.15,116.87,116.87,132.27,128.18,128.16,130.36,264.08,113.1,113.96
product269,smartphones,1707153855.4360397,1017.17,975.91,135.41,881.76,881.76,1000.52,941.14,941.14,941.14,974.98,709.33,940.42
product270,headphones,1707118053.56883,303.44,268.48,27.1,276.34,287.36,276.34,281.85,281.85,281.85,281.2,268.02,272.88
product271,beverages,1707098491.7843473,2.82,2.54,0.36,2.46,2.69,2.62,2.77,2.59,2.46,2.4,2.41,2.66
product272,beverages,1707016364.7989614,1.96,1.77,0.12,1.84,1.87,1.84,1.855,1.855,1.855,1.8,1.64,1.73
product273,beverages,1706980532.0657816,2.15,1.89,0.3,1.85,1.97,1.93,1.89,1.85,1.98,3.35,1.88,1.93
product274,beverages,1706967527.8218398,1.54,1.32,0.23,1.31,1.42,1.32,1.33,1.38,1.31,51.07,1.27,1.33
product275,beverages,1706895238.3862526,1.23,1.05,0.18,1.05,1.05,1.1,1.16,1.2,1.22,2.39,1.05,1.07
product276,beverages,1706833568.8728838,2.91,2.64,0.4,2.51,2.72,2.85,2.66,2.8,2.51,53.48,2.53,2.51
product277,headphones,1706822707.1521127,281.71,243.39,25.21,256.5,256.5,265.18,279.18,278.81,257.0,267.1,243.39,247.64
product278,smartphones,1706746393.647042,1296.45,1108.47,186.23,1110.22,1121.52,1275.7,1225.71,1110.22,1257.87,1183.79,1172.75,1156.43
product279,beverages,1706725160.5354044,1.16,1.0,0.14,1.02,1.16,1.15,1.11,1.02,1.04,2.39,0.87,1.0
product280,electronics,1706712968.4584415,1504.81,1289.58,213.03,1291.78,1291.78,1332.44,1318.81,1417.48,1405.31,1387.5,1290.06,1318.59
product281,electronics,1706680378.514793,685.75,598.36,61.7,624.05,682.22,661.81,671.41,624.05,628.37,682.88,584.12,588.54
product282,headphones,1706660459.7858274,189.79,176.68,14.02,175.77,175.77,180.47,178.12,178.12,178.12,264.08,166.11,171.16
product283,smartphones,1706629376.1720183,775.51,672.27,84.35,691.16,767.61,769.81,728.58,737.8,691.16,725.3,594.93,676.63
product284,electronics,1706590403.0185957,897.26,765.1,124.34,772.92,777.82,893.69,891.37,772.92,778.47,800.85,699.29,777.23
product285,electronics,1706525772.9296029,1081.75,1050.7,152.2,929.55,929.55,967.63,948.5899999999999,948.5899999999999,948.5899999999999,1051.68,798.61,995.36
product286,headphones,1706504225.3517022,270.28,261.48,35.45,234.83,234.83,255.58,245.205,245.205,245.205,264.08,229.64,246.83
product287,electronics,1706497663.5898411,296.81,253.24,35.86,260.95,268.25,270.44,289.33,260.95,263.74,270.2,253.11,256.65
product288,smartphones,1706471553.1615205,1269.55,1090.55,175.95,1093.6,1093.6,1124.41,1100.53,1204.11,1150.61,1171.39,1010.56,1117.07
product289,headphones,1706414541.791012,236.76,209.1,30.93,205.83,235.15,231.78,205.83,231.65,219.3,264.08,207.15,212.61
product290,smartphones,1706406770.1190722,643.46,612.26,91.37,552.09,623.14,552.09,587.615,587.615,587.615,556.5,570.03,556.8
product291,electronics,1706397184.6621644,1152.12,985.42,112.87,1039.25,1115.43,1062.63,1144.94,1039.25,1126.8,1083.95,900.06,981.95
product292,headphones,1706326555.0917826,334.31,284.75,36.93,297.38,297.38,307.0,333.68,332.0,299.24,314.4,282.83,286.87
product293,electronics,1706315085.8553936,1609.38,1371.47,216.71,1392.67,1411.11,1451.25,1585.58,1403.25,1392.67,1444.55,1367.79,1381.79
product294,electronics,1706266854.607827,1581.36,1394.24,100.3,1481.06,1483.94,1499.63,1533.49,1554.82,1481.06,1435.21,1310.77,1410.32
product295,beverages,1706187506.6838574,2.66,2.35,0.37,2.29,2.42,2.56,2.65,2.48,2.29,2.48,2.2,2.35
product296,headphones,1706169307.747479,383.07,326.35,52.45,330.62,365.24,377.92,376.83,330.62,382.98,354.71,325.98,328.65
product297,beverages,1706161199.9714994,3.23,2.75,0.41,2.82,3.11,3.08,2.82,3.2,2.88,114.05,2.72,1.28
product298,beverages,1706121290.3496509,2.64,2.31,0.32,2.32,2.49,2.59,2.62,2.62,2.32,3.08,2.21,2.24
product299,electronics,1706061465.0829606,261.97,228.61,30.79,231.18,236.87,260.64,251.06,231.18,235.9,264.08,229.33,241.62
product300,headphones,1705982688.9583633,176.49,153.53,24.55,151.94,154.01,162.24,151.94,156.04,176.01,264.08,146.34,151.85
product301,beverages,1705935223.8782537,2.14,1.85,0.28,1.86,1.86,1.88,2.1,1.97,1.9,2.24,1.85,1.87
product302,smartphones,1705853814.996655,802.12,717.03,77.23,724.89,724.89,745.75,735.3199999999999,735.3199999999999,735.3199999999999,724.34,589.54,714.81
product303,headphones,1705804830.049733,394.58,336.73,33.04,361.54,379.9,368.5,387.67,370.23,361.54,356.16,336.04,346.45
product304,smartphones,1705772362.4451,1234.74,1062.99,150.74,1084.0,1084.0,1226.29,1105.7,1172.34,1167.58,1166.51,935.0,1113.21
product305,headphones,1705722213.5204422,139.35,119.63,20.35,119.0,137.68,128.18,120.85,119.0,120.67,264.08,119.61,119.62
product306,smartphones,1705660175.0730386,1064.87,944.63,112.06,952.81,1021.48,983.21,1045.0,952.81,1045.17,1008.32,714.29,949.71
product307,smartphones,1705582600.1512537,642.55,568.69,44.99,597.56,597.56,617.7,607.63,607.63,607.63,615.28,549.91,583.65
product308,headphones,1705520685.765973,180.5,163.15,18.38,162.12,170.84,163.51,162.12,175.64,165.59,264.08,152.99,159.25
product309,beverages,1705503263.9681327,3.08,2.83,0.31,2.77,2.77,2.86,2.815,2.815,2.815,2.63,2.64,2.72
product310,smartphones,1705425229.3132396,1210.63,1040.93,175.37,1035.26,1125.24,1035.26,1145.78,1045.72,1164.22,1124.95,1020.82,1079.1
product311,headphones,1705381327.9320266,347.98,303.73,43.68,304.3,335.22,335.78,304.3,330.69,311.35,311.68,301.24,301.46
product312,beverages,1705324769.359655,2.08,1.79,0.31,1.77,1.77,1.84,2.01,1.98,1.91,6.59,1.73,1.82
product313,electronics,1705302660.2415588,1438.42,1244.9,193.29,1245.13,1322.81,1407.83,1427.56,1398.34,1245.13,1403.49,1223.97,1339.92
product314,headphones,1705237769.1275532,358.95,305.19,46.95,312.0,344.73,325.94,317.44,332.42,312.0,335.6,304.93,310.55
product315,beverages,1705205217.015332,2.47,2.17,0.07,2.4,2.4,2.41,2.4050000000000002,2.4050000000000002,2.4050000000000002,2.21,2.23,2.08
product316,electronics,1705140071.4022954,1086.0,930.47,161.74,924.26,1016.06,1057.61,964.58,1057.44,924.26,975.18,826.13,943.37
product317,headphones,1705057964.956041,394.62,344.05,53.26,341.36,393.13,390.52,341.36,376.09,378.13,353.7,335.78,342.44
product318,beverages,1705044812.2924204,2.5,2.18,0.27,2.23,2.48,2.37,2.49,2.41,2.23,2.26,2.17,2.21
product319,smartphones,1704997877.009157,983.48,862.86,103.34,880.14,880.14,899.51,889.825,889.825,889.825,922.4,699.29,846.88
product320,electronics,1704922415.0530124,1013.26,867.7,122.5,890.76,906.09,946.5,890.76,989.41,1005.94,957.36,709.33,898.91
product321,headphones,1704872428.4095635,379.35,324.96,53.86,325.49,366.63,377.37,325.49,337.16,342.59,346.0,324.96,330.17
product322,beverages,1704833118.8227272,3.3,2.91,0.47,2.83,3.17,3.26,3.08,2.91,2.83,264.08,1.66,4.95
product323,smartphones,1704760407.5644782,659.25,568.18,92.54,566.71,592.19,645.67,657.69,642.86,566.71,574.59,545.58,572.7
product324,headphones,1704725903.129008,250.37,222.76,28.75,221.62,225.18,228.65,247.73,221.62,223.7,264.08,220.14,224.14
product325,headphones,1704713568.0290806,151.3,135.8,11.08,140.22,149.51,140.22,144.865,144.865,144.865,264.08,133.08,134.14
product326,beverages,1704672928.638341,1.16,0.99,0.17,0.99,1.12,1.0,1.04,1.14,0.99,2.39,0.9,1.01
product327,headphones,1704661413.4666996,103.32,89.14,11.49,91.83,103.1,91.83,97.465,97.465,97.465,264.08,88.72,89.71
product328,smartphones,1704626600.6710155,1042.35,890.74,143.6,898.75,968.65,1002.1,979.52,898.75,982.15,957.63,709.33,905.93
product329,beverages,1704550190.5670724,2.54,2.26,0.09,2.45,2.45,2.52,2.4850000000000003,2.4850000000000003,2.4850000000000003,2.26,2.22,2.17
product330,headphones,1704473916.979099,142.92,129.13,12.21,130.71,141.07,130.71,135.89,135.89,135.89,264.08,124.88,126.18
product331,beverages,1704438397.3845837,1.08,0.97,0.1,0.98,0.98,1.06,1.02,1.02,1.02,2.39,0.87,0.97
product332,electronics,1704432545.6230452,659.34,564.0,83.65,575.69,650.21,577.48,641.6,575.69,647.04,577.78,566.07,567.8
product333,smartphones,1704398215.075313,584.09,506.81,80.21,503.88,503.88,526.11,572.85,576.37,523.67,529.24,493.07,507.85
product334,electronics,1704318907.6232443,526.46,463.77,66.36,460.1,501.74,523.48,507.36,460.1,492.74,517.58,460.54,463.69
product335,electronics,1704273837.5018003,923.49,804.37,104.14,819.35,872.34,881.66,875.63,867.41,819.35,862.23,699.29,831.01
product336,headphones,1704229398.4520469,374.8,320.75,55.0,319.8,360.99,373.18,324.91,327.38,319.8,338.03,315.81,321.51
product337,electronics,1704159136.842237,1575.05,1352.73,183.92,1391.13,1453.08,1391.13,1558.29,1510.91,1573.87,1437.87,1353.05,1368.29
product338,electronics,1704113845.5122893,1837.98,1575.68,260.46,1577.52,1589.46,1592.84,1584.99,1830.97,1577.52,1611.44,1499.02,1582.99
product339,headphones,1704064569.5530562,271.14,241.13,26.38,244.76,250.29,244.76,247.52499999999998,247.52499999999998,247.52499999999998,264.08,229.61,242.25
product340,headphones,1704021817.470093,146.79,125.18,18.9,127.89,127.89,141.95,144.35,140.81,134.85,264.08,125.18,125.14
product341,headphones,1703947553.7048326,145.91,124.86,19.93,125.98,125.98,141.99,140.3,136.82,139.71,264.08,119.39,125.14
product342,smartphones,1703925884.424219,593.36,520.95,66.92,526.44,581.31,526.44,559.74,532.54,570.47,563.6,507.32,514.28
product343,headphones,1703881850.1245017,271.89,232.12,37.28,234.61,266.21,237.05,234.64,238.75,234.61,267.18,232.19,236.07
product344,beverages,1703821775.515465,3.0,2.6,0.45,2.55,2.99,2.59,2.81,2.55,2.55,53.48,1.68,2.99
product345,electronics,1703741724.357087,732.27,628.84,106.52,625.75,730.52,712.31,708.67,719.05,625.75,674.03,594.93,635.75
product346,electronics,1703728202.8262975,1878.08,1690.41,97.5,1780.58,1780.58,1822.62,1801.6,1801.6,1801.6,1748.78,1585.46,1695.65
product347,smartphones,1703642114.1334014,852.38,784.89,114.04,738.34,755.06,738.34,746.7,746.7,746.7,776.24,699.29,754.85
product348,headphones,1703625745.9057677,335.57,292.17,41.89,293.68,306.24,304.97,316.27,293.68,321.5,306.15,286.05,292.48
product349,smartphones,1703576973.424842,985.49,862.77,138.27,847.22,871.01,856.39,850.35,885.55,847.22,897.94,699.29,862.46
product350,electronics,1703567643.534323,784.19,674.32,81.36,702.83,773.48,710.34,708.79,702.83,709.85,710.18,594.93,673.22
product351,electronics,1703485785.828634,1756.63,1683.94,223.57,1533.06,1533.06,1561.66,1547.3600000000001,1547.3600000000001,1547.3600000000001,1606.78,1533.6,1586.45
product352,smartphones,1703464799.635625,684.99,619.73,94.35,590.64,651.19,643.82,668.75,673.24,590.64,633.61,589.54,601.21
product353,electronics,1703438963.8625398,375.42,325.13,55.34,320.08,330.95,334.61,343.26,320.08,369.95,329.1,322.35,326.22
product354,headphones,1703393525.825034,370.32,350.5,42.26,328.06,328.06,364.91,346.485,346.485,346.485,350.95,316.13,341.35
product355,beverages,1703377548.4132905,2.08,1.8,0.22,1.86,1.86,1.97,1.915,1.915,1.915,7.63,1.79,1.81
product356,headphones,1703364019.216128,108.92,102.64,13.82,95.1,95.1,108.64,101.87,101.87,101.87,264.08,94.83,97.8
product357,headphones,1703309416.0900562,281.46,243.25,11.49,269.97,278.75,269.97,274.36,274.36,274.36,272.63,242.45,244.91
product358,beverages,1703275103.87429,1.87,1.59,0.16,1.71,1.87,1.71,1.79,1.79,1.79,5.37,1.59,1.63
product359,beverages,1703202093.343364,1.4,1.24,0.2,1.2,1.24,1.23,1.29,1.22,1.2,1.2,1.2,1.24
product360,electronics,1703170682.5131242,594.23,507.53,21.46,572.77,581.03,572.77,576.9,576.9,576.9,540.09,506.89,519.83
product361,headphones,1703119335.9343605,147.33,126.02,20.2,127.13,128.32,139.27,145.68,131.87,127.13,264.08,118.9,125.03
product362,smartphones,1703085860.4871309,1267.8,1164.38,112.15,1155.65,1155.65,1164.05,1159.85,1159.85,1159.85,1145.6,970.32,1131.76
product363,headphones,1703018635.546776,134.04,119.45,15.59,118.45,133.36,127.16,118.45,130.94,125.52,264.08,119.08,120.11
product364,beverages,1702941627.314744,2.59,2.24,0.38,2.21,2.35,2.21,2.56,2.36,2.24,54.12,2.07,2.36
product365,beverages,1702893134.10256,1.53,1.39,0.2,1.33,1.34,1.45,1.37,1.33,1.41,51.07,1.33,1.4
product366,electronics,1702827932.9404602,815.57,697.88,121.65,693.92,806.66,762.73,693.92,811.07,721.26,726.83,594.93,699.58
product367,electronics,1702764300.8531203,1375.13,1194.0,198.64,1176.49,1209.96,1269.99,1273.91,1346.15,1176.49,1194.3,1179.94,1179.16
product368,beverages,1702743372.8632212,2.26,2.03,0.28,1.98,2.1,1.98,2.04,2.04,2.04,2.76,1.91,1.97
product369,electronics,1702732316.264718,664.73,571.94,86.33,578.4,656.79,578.4,656.12,601.18,580.32,581.25,574.31,572.2
product370,beverages,1702713284.9088178,1.77,1.5,0.24,1.53,1.66,1.53,1.595,1.595,1.595,5.49,1.49,1.55
product371,beverages,1702657376.199952,1.06,0.95,0.09,0.97,0.98,0.97,0.975,0.975,0.975,2.39,0.87,0.97
product372,electronics,1702612337.4104023,1590.04,1363.16,189.13,1400.91,1531.63,1560.97,1498.25,1400.91,1517.24,1532.97,1406.18,1491.44
product373,electronics,1702558599.3690083,1428.67,1252.87,199.26,1229.41,1411.3,1229.41,1320.355,1320.355,1320.355,1302.12,1210.03,1260.13
product374,smartphones,1702520978.4895363,683.69,594.63,97.44,586.25,603.91,639.39,619.8,586.25,655.44,604.83,560.68,592.21
product375,beverages,1702440708.4224908,3.08,2.72,0.44,2.64,3.0,2.83,2.82,2.73,2.64,53.48,2.35,3.19
product376,electronics,1702419337.9931676,1700.44,1631.68,95.48,1604.96,1604.96,1684.19,1644.575,1644.575,1644.575,1630.15,1244.34,1545.25
product377,electronics,1702412999.0461066,371.78,318.74,55.05,316.73,316.73,339.08,358.36,323.55,330.98,325.3,318.66,323.21
product378,beverages,1702352747.898941,2.79,2.46,0.41,2.38,2.38,2.46,2.41,2.64,2.46,53.48,2.39,2.04
product379,electronics,1702287887.8007534,562.96,496.62,82.0,480.96,490.41,528.34,546.58,525.33,480.96,516.07,483.33,489.34
product380,electronics,1702265269.336616,1255.73,1115.28,144.73,1111.0,1111.0,1144.18,1184.25,1111.26,1231.67,1128.24,1015.9,1112.8
product381,beverages,1702254718.5582447,2.59,2.23,0.31,2.28,2.32,2.31,2.38,2.28,2.53,2.71,2.03,2.32
product382,electronics,1702175522.384264,388.74,334.17,48.45,340.29,346.87,366.85,376.42,340.29,355.08,357.09,335.92,335.7
product383,smartphones,1702118262.2749746,1130.33,984.34,167.83,962.5,1123.05,1043.07,974.98,962.5,1093.79,1132.01,990.63,1019.2
product384,beverages,1702109954.181877,2.55,2.25,0.07,2.48,2.51,2.48,2.495,2.495,2.495,2.26,2.24,2.18
product385,smartphones,1702027903.485669,1192.5,1022.83,160.51,1031.99,1189.58,1189.88,1049.19,1190.51,1031.99,1129.6,980.37,1039.26
product386,beverages,1701957790.359748,3.3,2.85,0.17,3.13,3.15,3.13,3.1399999999999997,3.1399999999999997,3.1399999999999997,213.24,2.35,3.56
product387,beverages,1701937014.1789997,3.28,2.85,0.43,2.85,3.11,2.85,3.24,3.23,3.24,264.08,2.66,3.47
product388,beverages,1701900070.056033,1.27,1.09,0.15,1.12,1.12,1.14,1.13,1.17,1.21,2.39,1.06,1.05
product389,headphones,1701864827.6106768,213.29,182.56,29.54,183.75,183.75,198.37,195.5,201.68,206.82,264.08,181.08,187.8
product390,headphones,1701840995.8283117,292.83,274.92,15.7,277.13,277.13,292.06,284.595,284.595,284.595,281.2,252.86,273.0
product391,smartphones,1701764718.0843532,1265.56,1118.62,149.76,1115.8,1115.8,1195.44,1155.62,1155.62,1155.62,1145.49,1034.13,1111.87
product392,electronics,1701753257.498815,1921.29,1636.12,257.77,1663.52,1663.52,1822.19,1734.5,1840.08,1685.23,1726.47,1606.08,1660.69
product393,electronics,1701688669.188187,1286.19,1157.21,119.61,1166.58,1166.58,1188.45,1177.5149999999999,1177.5149999999999,1177.5149999999999,1157.19,1070.77,1137.19
product394,electronics,1701675019.085594,836.87,733.57,116.55,720.32,821.59,801.21,795.54,800.82,720.32,752.43,699.29,731.38
product395,beverages,1701652821.0543091,1.52,1.36,0.19,1.33,1.51,1.35,1.5,1.33,1.33,55.77,1.29,1.35
product396,headphones,1701587021.0063996,359.63,324.02,40.44,319.19,336.68,327.85,319.19,331.18,327.34,324.18,312.27,321.58
product397,headphones,1701527567.6990595,374.48,324.94,48.57,325.91,331.87,340.55,333.29,327.54,325.91,346.51,323.54,330.23
product398,headphones,1701474136.8108697,104.06,91.58,13.76,90.3,94.36,90.3,94.01,93.14,93.17,264.08,88.79,89.71
product399,headphones,1701436327.9581275,157.64,143.2,3.82,153.82,153.82,157.11,155.465,155.465,155.465,264.08,141.43,142.74
product400,smartphones,1701378292.2600763,1265.12,1183.44,47.54,1217.58,1224.06,1217.58,1220.82,1220.82,1220.82,1193.77,947.92,1165.84
product401,electronics,1701330715.1682632,740.13,644.2,77.9,662.23,735.03,688.19,662.23,677.81,714.49,674.03,594.93,642.87
product402,headphones,1701307179.8945403,378.41,341.22,56.11,322.3,327.13,358.86,322.3,367.01,348.56,340.38,325.26,335.46
product403,smartphones,1701296664.0277402,1232.48,1201.14,177.63,1054.85,1054.85,1163.95,1109.4,1109.4,1109.4,1178.24,970.36,1130.54
product404,beverages,1701265752.169468,2.91,2.57,0.28,2.63,2.63,2.73,2.6799999999999997,2.6799999999999997,2.6799999999999997,2.63,2.44,2.62
product405,beverages,1701184892.5553794,3.28,2.8,0.27,3.01,3.1,3.25,3.02,3.05,3.01,213.24,2.64,2.17
product406,beverages,1701127455.6448364,1.5,1.31,0.21,1.29,1.29,1.36,1.3250000000000002,1.3250000000000002,1.3250000000000002,55.77,1.27,1.32
product407,headphones,1701057608.7371874,220.08,205.06,30.47,189.61,189.61,207.84,198.72500000000002,198.72500000000002,198.72500000000002,264.08,186.0,198.48
product408,smartphones,1701030259.880476,745.52,647.07,105.28,640.24,640.24,724.19,682.215,682.215,682.215,680.8,589.54,658.01
product409,smartphones,1700981263.6456647,643.53,566.05,87.18,556.35,592.29,556.35,574.3199999999999,574.3199999999999,574.3199999999999,567.99,539.4,558.14
product410,smartphones,1700930455.4015615,626.73,578.08,78.42,548.31,585.79,548.31,567.05,567.05,567.05,569.36,532.67,559.87
product411,headphones,1700906494.8518026,149.13,128.28,13.54,135.59,145.22,145.51,138.93,135.59,144.39,264.08,125.03,127.84
product412,beverages,1700829889.7410786,1.25,1.22,0.17,1.08,1.08,1.11,1.0950000000000002,1.0950000000000002,1.0950000000000002,2.39,0.94,1.04
product413,headphones,1700798009.903288,253.28,219.25,33.2,220.08,243.72,220.08,244.1,252.22,243.35,264.08,219.29,222.26
product414,beverages,1700716151.7504573,1.51,1.31,0.14,1.37,1.48,1.5,1.48,1.38,1.37,48.31,1.26,1.3
